category,id,title,description,description2
Brazilian_telenovelas,51195633,Anjo Mau (1976 TV series),"Anjo Mau is a Brazilian telenovela produced and broadcast by Rede Globo. It premiered on 2 February 1976 and ended on 24 August 1976, with a total of 175 episodes. It's the seventeenth 'novela das sete' to be aired at the timeslot. It is created by Cassiano Gabus Mendes, directed by Fábio Sabag with Régis Cardoso.",
Brazilian_telenovelas,33425500,Anjo Mau (1997 TV series),"Anjo Mau (English: Evil Angel)  is a remake of the original 1976 Brazilian telenovela that was produced and broadcast by TV Globo between September 8, 1997, and March 27, 1998. It was produced in 173 chapters.,Glória Pires, Kadu Moliterno, Maria Padilha, Daniel Dantas, Leonardo Brício, Alessandra Negrini, Mauro Mendonça and Gabriel Braga Nunes appear in the leading roles.",
Brazilian_telenovelas,36074389,Anos Rebeldes,"Anos Rebeldes (Rebel Years) was a popular telenovela which first aired on the Brazilian television Rede Globo  on July 14, 1992. It was the first serial drama to highlight themes and stories of political violence and the repressed who were under the military regime. There are many themes that were first introduced to Brazilian television with this show including themes of censorship, cultural memory, and torture. This television program was set in the authoritarian regime of the 1960s  and portrayed the time period through the lives of a group of high school students who had to come of age in this era. This group of students are friends who all go to the college Pedro II in 1964. The show focuses on João, and Maria Lúcia, two lovers whose opposite political views cause an ongoing struggle between identity and love. João, an idealist, eventually joins the armed struggle, while Maria Lúcia is an individualist who has little tolerance for the risks attached to the leftist social fight against the dictator's regime.",
Brazilian_telenovelas,55826452,Apocalipse,"Apocalipse is a Brazilian telenovela produced by Casablanca for RecordTV. Created by Vivian de Oliveira. Written with Alexandre Teixeira, Maria Claudia Oliveira. It premiered on November 21, 2017 and ended on June 25, 2018. It stars Igor Rickli, Sérgio Marone, ,Juliana Knust, Fernando Pavão, and Flávio Galvão, with special participation of Carolina Oliveira. It is based on the biblical story Book of Revelation. It is the fourth biblical telenovela by Record TV.",
Brazilian_telenovelas,33584251,Aquele Beijo,"Aquele Beijo (English: That Kiss) is a Brazilian telenovela produced by Rede Globo and exhibited in the schedule of 19 hours. Written by Miguel Falabella, Flávio Marinho and Antonia Pellegrino, and directed by Roberto Talma and Cininha de Paula, its release was the day October 17, 2011, replacing Morde & Assopra.",
Brazilian_telenovelas,47159845,Araguaia (TV series),"Araguaia (English: Destiny River) is a Brazilian fictional and supernatural telenovela that debuted on Rede Globo from September 27, 2010 to April 8, 2011. It is created by Walther Negrão. It is written by Walther Negrão, Jackie Vellego,,Renato Modesto, Julio Fischer, Alessandro Marson and Fausto Galvão. The novela was topbilled by Cléo Pires, Murilo Rosa, Milena Toscano, Thiago Fragoso, Júlia Lemmertz, Lima Duarte and together with an ensemble cast. Due to its success it was nominated for the International Emmy Awards 2011.",
Brazilian_telenovelas,61712115,As Aventuras de Poliana,"As Aventuras de Poliana is a Brazilian telenovela written by Íris Abravanel, based on the 1913 novel Pollyanna  by Eleanor H. Porter. Sophia Valverde stars as the titular character. It premiered on SBT on 16 May 2018. On 2 October 2019, SBT announced that the telenovela was renewed for a second season and that it would be based on the 1915 novel Pollyanna Grows Up.The telenovela tells the story of Poliana, a girl who loses her parents and lives with her aunt, Luísa, in São Paulo. It also has the mystery of Mr. Pendleton, the confusions of the club MaGaBeLo and the story of João, a boy who leaves Ceará by himself to seek new adventures in Sao Paulo after meeting his friend, Poliana, by chance.",
Brazilian_telenovelas,50849780,O Astro (1977 TV series),"O Astro is a Brazilian telenovela produced and broadcast by Rede Globo. It premiered on 6 December 1977 and ended on 7 July 1978, with a total of 185 episodes. It's the twentieth 'novela das oito' to be aired on the timeslot. It is created and written by Janete Clair and directed by Daniel Filho and Gonzaga Blota.",
Brazilian_telenovelas,42530776,O Astro (2011 TV series),"O Astro (English: The Illusionist) is a Brazilian telenovela produced and broadcast by Rede Globo. It was broadcast from July 12, 2011 to October 28, 2011, and consisted of 64 episodes.In 2011 the plot was winner of the International Emmy Award in the category Best Telenovela",
Brazilian_telenovelas,35469307,Avenida Brasil (TV series),"Avenida Brasil (English: Brazil Avenue) is a Brazilian primetime telenovela created by João Emanuel Carneiro. It premiered on 26 March 2012 and ended on 19 October 2012 on Rede Globo at 9 pm timeslot.,It was written by João Emanuel Carneiro in collaboration with Antonio Silver, Luciana Pessanha, Alessandro Marson, Marcia Prates and Thereza Falcão and direction of Gustavo Fernandez, Thiago Teitelroit Paul Silvestrini, Andrew Hall and Joan Jabace and directed by José Luiz Villamarim and Amora Mautner and the core direction, Ricardo Waddington.,Starring Débora Falabella, Adriana Esteves, Murilo Benício, Cauã Reymond, Marcello Novaes and Eliane Giardini.,The telenovela achieved an overall average of 42 rating points and a 69% share. The last episode scored an impressive 56 rating points and an 84% share, with more than 50 million (sic) viewers, becoming the most watched TV program of the year, and was considered by Forbes the most-commercially successful telenovela in Brazilian history, with total earnings estimated in $1 billion. The telenovela obtained a total of 118 indications to prizes, being victorious in 41 of these.,In 2013, Avenida Brasil obtained 1 nomination to the 41st International Emmy Awards in the Best Telenovela category.",
